..\Mods\@RHSAFRF\rhs_2s1,2,	class rhs_2s1
..\Mods\@RHSAFRF\rhs_c_a2port_car,3176,	class RHS_Ural_Flat_MSV_01: RHS_Ural_MSV_Base
..\Mods\@RHSAFRF\rhs_c_a2port_car,3180,	class RHS_Ural_Flat_VDV_01: RHS_Ural_Flat_MSV_01
..\Mods\@RHSAFRF\rhs_c_a2port_car,3189,	class RHS_Ural_Flat_VMF_01: RHS_Ural_Flat_MSV_01
..\Mods\@RHSAFRF\rhs_c_a2port_car,3197,	class RHS_Ural_Flat_VV_01: RHS_Ural_Flat_MSV_01
..\Mods\@RHSAFRF\rhs_c_a2port_car,3205,	class RHS_Ural_Open_MSV_01: RHS_Ural_MSV_Base
..\Mods\@RHSAFRF\rhs_c_a2port_car,3294,	class RHS_Ural_Open_VDV_01: RHS_Ural_Open_MSV_01
..\Mods\@RHSAFRF\rhs_c_a2port_car,3303,	class RHS_Ural_Open_VMF_01: RHS_Ural_Open_MSV_01
..\Mods\@RHSAFRF\rhs_c_a2port_car,3311,	class RHS_Ural_Open_VV_01: RHS_Ural_Open_MSV_01
..\Mods\@RHSAFRF\rhs_c_a2port_car,3319,	class RHS_Ural_Open_Flat_MSV_01: RHS_Ural_Open_MSV_01
..\Mods\@RHSAFRF\rhs_c_a2port_car,3362,	class RHS_Ural_Open_Flat_VDV_01: RHS_Ural_Open_Flat_MSV_01
..\Mods\@RHSAFRF\rhs_c_a2port_car,3371,	class RHS_Ural_Open_Flat_VMF_01: RHS_Ural_Open_Flat_MSV_01
..\Mods\@RHSAFRF\rhs_c_a2port_car,3379,	class RHS_Ural_Open_Flat_VV_01: RHS_Ural_Open_Flat_MSV_01
..\Mods\@RHSAFRF\rhs_c_a2port_car,3387,	class RHS_Ural_Support_MSV_Base_01: RHS_Ural_MSV_Base
..\Mods\@RHSAFRF\rhs_c_a2port_car,3391,	class RHS_Ural_Fuel_MSV_01: RHS_Ural_Support_MSV_Base_01
..\Mods\@RHSAFRF\rhs_c_a2port_car,3425,	class RHS_Ural_Fuel_VDV_01: RHS_Ural_Fuel_MSV_01
..\Mods\@RHSAFRF\rhs_c_a2port_car,3434,	class RHS_Ural_Fuel_VMF_01: RHS_Ural_Fuel_MSV_01
..\Mods\@RHSAFRF\rhs_c_a2port_car,3442,	class RHS_Ural_Fuel_VV_01: RHS_Ural_Fuel_MSV_01
..\Mods\@RHSAFRF\rhs_c_a2port_car,3450,	class RHS_Ural_Repair_MSV_01: RHS_Ural_Support_MSV_Base_01
..\Mods\@RHSAFRF\rhs_c_a2port_car,3480,	class RHS_Ural_Repair_VDV_01: RHS_Ural_Repair_MSV_01
..\Mods\@RHSAFRF\rhs_c_a2port_car,3489,	class RHS_Ural_Repair_VMF_01: RHS_Ural_Repair_MSV_01
..\Mods\@RHSAFRF\rhs_c_a2port_car,3497,	class RHS_Ural_Repair_VV_01: RHS_Ural_Repair_MSV_01
..\Mods\@RHSAFRF\rhs_c_a2port_car,3505,	class RHS_BM21_MSV_01: RHS_Ural_BaseTurret
..\Mods\@RHSAFRF\rhs_c_a2port_car,4075,	class RHS_BM21_VDV_01: RHS_BM21_MSV_01
..\Mods\@RHSAFRF\rhs_c_a2port_car,4084,	class RHS_BM21_VMF_01: RHS_BM21_MSV_01
..\Mods\@RHSAFRF\rhs_c_a2port_car,4092,	class RHS_BM21_VV_01: RHS_BM21_MSV_01
..\Mods\@RHSAFRF\rhs_c_a2port_car,4100,	class RHS_Ural_Zu23_Base: RHS_Ural_BaseTurret
..\Mods\@RHSAFRF\rhs_c_a2port_car,4281,	class RHS_Ural_Zu23_MSV_01: RHS_Ural_Zu23_Base
..\Mods\@RHSAFRF\rhs_c_a2port_car,4301,	class RHS_Ural_Zu23_VDV_01: RHS_Ural_Zu23_Base
..\Mods\@RHSAFRF\rhs_c_a2port_car,4322,	class RHS_Ural_Zu23_VMF_01: RHS_Ural_Zu23_Base
..\Mods\@RHSAFRF\rhs_c_a2port_car,4338,	class RHS_Ural_Zu23_VV_01: RHS_Ural_Zu23_Base
..\Mods\@RHSAFRF\rhs_c_a2port_car,4354,	class RHS_Ural_Civ_Base: RHS_Ural_Base
..\Mods\@RHSAFRF\rhs_c_a2port_car,4360,	class RHS_Ural_Civ_01: RHS_Ural_Civ_Base;  //found empty after stripping
..\Mods\@RHSAFRF\rhs_c_a2port_car,4361,	class RHS_Ural_Civ_02: RHS_Ural_Civ_01;  //found empty after stripping
..\Mods\@RHSAFRF\rhs_c_a2port_car,4362,	class RHS_Ural_Civ_03: RHS_Ural_Civ_01;  //found empty after stripping
..\Mods\@RHSAFRF\rhs_c_a2port_car,4363,	class RHS_Ural_Open_Civ_01: RHS_Ural_Civ_Base;  //found empty after stripping
..\Mods\@RHSAFRF\rhs_c_a2port_car,4364,	class RHS_Ural_Open_Civ_02: RHS_Ural_Open_Civ_01;  //found empty after stripping
..\Mods\@RHSAFRF\rhs_c_a2port_car,4365,	class RHS_Ural_Open_Civ_03: RHS_Ural_Open_Civ_01;  //found empty after stripping
..\Mods\@RHSAFRF\rhs_c_a2port_car,4366,	class Truck_02_base_F;
..\Mods\@RHSAFRF\rhs_c_a2port_car,4367,	class RHS_Civ_Truck_02_covered_F: Truck_02_base_F
..\Mods\@RHSAFRF\rhs_c_a2port_car,4371,	class RHS_Civ_Truck_02_transport_F: Truck_02_base_F
..\Mods\@RHSAFRF\rhs_c_a2port_car,4379,	class AttenuationsEffects
..\Mods\@RHSAFRF\rhs_c_a3retex,3,	class rhs_c_a3retex
..\Mods\@RHSAFRF\rhs_c_a3retex,17,	class components;
..\Mods\@RHSAFRF\rhs_c_a3retex,21,	class components;
..\Mods\@RHSAFRF\rhs_c_a3retex,34,	class Truck_03_base_F;
..\Mods\@RHSAFRF\rhs_c_a3retex,35,	class O_Truck_03_repair_F: Truck_03_base_F
..\Mods\@RHSAFRF\rhs_c_a3retex,40,	class Heli_Light_02_unarmed_base_F;
..\Mods\@RHSAFRF\rhs_c_a3retex,41,	class O_Heli_Light_02_unarmed_F: Heli_Light_02_unarmed_base_F
..\Mods\@RHSAFRF\rhs_c_a3retex,47,	class rhs_typhoon_base: O_Truck_03_repair_F
..\Mods\@RHSAFRF\rhs_c_a3retex,206,	class rhs_typhoon_vdv: rhs_typhoon_base
..\Mods\@RHSAFRF\rhs_c_a3retex,210,	class rhs_ka60_grey: O_Heli_Light_02_unarmed_F
..\Mods\@RHSAFRF\rhs_c_a3retex,355,	class rhs_ka60_c: rhs_ka60_grey
..\Mods\@RHSAFRF\rhs_c_air,3,	class rhs_c_air
..\Mods\@RHSAFRF\rhs_c_air,27,	class RHS
..\Mods\@RHSAFRF\rhs_c_air,135,	class RHS_tu95_control_group
..\Mods\@RHSAFRF\rhs_c_air,167,	class RHS_tu95_text: RscText
..\Mods\@RHSAFRF\rhs_c_air,180,	class RHS_tu95_text_border: RscPicture
..\Mods\@RHSAFRF\rhs_c_air,193,	class RHS_tu95_edit: RscEdit
..\Mods\@RHSAFRF\rhs_c_air,208,	class RHS_tu95_image: RscPicture
..\Mods\@RHSAFRF\rhs_c_air,221,	class RHS_tu95_btn: RscShortcutButton
..\Mods\@RHSAFRF\rhs_c_air,307,	class RHS_tu95_list: RscListBox
..\Mods\@RHSAFRF\rhs_c_air,360,	class RHS_tu95_map: RscMapControl
..\Mods\@RHSAFRF\rhs_c_air,752,	class tu95_backgroundCover: RHS_tu95_text
..\Mods\@RHSAFRF\rhs_c_air,760,	class tu95_background
..\Mods\@RHSAFRF\rhs_c_air,773,	class tu95_label: RHS_tu95_text
..\Mods\@RHSAFRF\rhs_c_air,782,	class tu95_map: RHS_tu95_map
..\Mods\@RHSAFRF\rhs_c_air,790,	class tu95_status: RHS_tu95_text_border
..\Mods\@RHSAFRF\rhs_c_air,797,	class tu95_coord_control_group: RHS_tu95_control_group
..\Mods\@RHSAFRF\rhs_c_air,939,	class tu95_btn_control_group: RHS_tu95_control_group
..\Mods\@RHSAFRF\rhs_c_air,1030,	class rhs_eject_sound
..\Mods\@RHSAFRF\rhs_c_air,1049,	class RHS
..\Mods\@RHSAFRF\rhs_c_air,1086,	class ItemCore;
..\Mods\@RHSAFRF\rhs_c_air,1087,	class InventoryFirstAidKitItem_Base_F;
..\Mods\@RHSAFRF\rhs_c_air,1088,	class InventoryFlashLightItem_Base_F;
..\Mods\@RHSAFRF\rhs_c_air,1089,	class InventoryFinsItem_Base_F;
..\Mods\@RHSAFRF\rhs_c_air,1090,	class rhs_item_flightrecorder: ItemCore
..\Mods\@RHSAFRF\rhs_c_air,1111,	class components;
..\Mods\@RHSAFRF\rhs_c_air,1115,	class components;
..\Mods\@RHSAFRF\rhs_c_air,1120,	class RHS_Su25_VVS_Base;
..\Mods\@RHSAFRF\rhs_c_air,1121,	class RHS_Su25SM_vvs: RHS_Su25_VVS_Base
..\Mods\@RHSAFRF\rhs_c_air,1126,	class Air;
..\Mods\@RHSAFRF\rhs_c_air,1127,	class Plane: Air
..\Mods\@RHSAFRF\rhs_c_air,1132,	class Plane_Base_F: Plane
..\Mods\@RHSAFRF\rhs_c_air,1147,	class PlaneWreck;
..\Mods\@RHSAFRF\rhs_c_air,1148,	class Wreck_base_F;
..\Mods\@RHSAFRF\rhs_c_air,1149,	class ThingX;
..\Mods\@RHSAFRF\rhs_c_air,1150,	class RHS_T50_base: Plane_Base_F
..\Mods\@RHSAFRF\rhs_c_air,8913,	class RHS_T50_vvs_generic: RHS_T50_base
..\Mods\@RHSAFRF\rhs_c_air,8922,	class RHS_T50_vvs_generic_ext: RHS_T50_vvs_generic
..\Mods\@RHSAFRF\rhs_c_air,8990,	class RHS_T50_vvs_051: RHS_T50_vvs_generic
..\Mods\@RHSAFRF\rhs_c_air,9008,	class RHS_T50_vvs_052: RHS_T50_vvs_051
..\Mods\@RHSAFRF\rhs_c_air,9025,	class RHS_T50_vvs_053: RHS_T50_vvs_051
..\Mods\@RHSAFRF\rhs_c_air,9042,	class RHS_T50_vvs_054: RHS_T50_vvs_051
..\Mods\@RHSAFRF\rhs_c_air,9059,	class RHS_T50_vvs_blueonblue: RHS_T50_vvs_051
..\Mods\@RHSAFRF\rhs_c_air,9076,	class Car_f;
..\Mods\@RHSAFRF\rhs_c_air,9077,	class rhs_k36d5_seat: Car_f
..\Mods\@RHSAFRF\rhs_c_air,9104,	class rhs_t50_canopy: ThingX
..\Mods\@RHSAFRF\rhs_c_air,9128,	class rhs_su25_canopy: rhs_t50_canopy;  //found empty after stripping
..\Mods\@RHSAFRF\rhs_c_air,9129,	class RHS_TU95MS_base: Plane_Base_F
..\Mods\@RHSAFRF\rhs_c_air,10214,	class RHS_TU95MS_vvs_old: RHS_TU95MS_base
..\Mods\@RHSAFRF\rhs_c_air,10227,	class RHS_TU95MS_vvs_dubna: RHS_TU95MS_base
..\Mods\@RHSAFRF\rhs_c_air,10240,	class RHS_TU95MS_vvs_irkutsk: RHS_TU95MS_base
..\Mods\@RHSAFRF\rhs_c_air,10252,	class RHS_TU95MS_vvs_tambov: RHS_TU95MS_base
..\Mods\@RHSAFRF\rhs_c_air,10264,	class RHS_TU95MS_vvs_chelyabinsk: RHS_TU95MS_base
..\Mods\@RHSAFRF\rhs_c_air,10276,	class Land_rhs_tu95_wreck: Wreck_base_F
..\Mods\@RHSAFRF\rhs_c_air,10284,	class rhs_flightrecorder_assembled: ThingX
..\Mods\@RHSAFRF\rhs_c_air,10291,	class Item_Base_F;
..\Mods\@RHSAFRF\rhs_c_air,10292,	class rhs_flightrecorder: ThingX
..\Mods\@RHSAFRF\rhs_c_airweapons,2,	class rhs_c_airweapons
..\Mods\@RHSAFRF\rhs_c_airweapons,42,	class MissileBase;
..\Mods\@RHSAFRF\rhs_c_airweapons,43,	class R_80mm_HE;
..\Mods\@RHSAFRF\rhs_c_airweapons,44,	class M_Titan_AT;
..\Mods\@RHSAFRF\rhs_c_airweapons,45,	class rhs_ammo_atgmCore_base;
..\Mods\@RHSAFRF\rhs_c_airweapons,46,	class rhs_ammo_atgmBase_base: M_Titan_AT
..\Mods\@RHSAFRF\rhs_c_airweapons,50,	class rhs_ammo_base_penetrator;
..\Mods\@RHSAFRF\rhs_c_airweapons,51,	class rhs_ammo_cluster_penetrator;
..\Mods\@RHSAFRF\rhs_c_airweapons,52,	class Missile_AA_04_F: MissileBase
..\Mods\@RHSAFRF\rhs_c_airweapons,56,	class Missile_AGM_02_F: MissileBase
..\Mods\@RHSAFRF\rhs_c_airweapons,60,	class Missile_AGM_01_F: Missile_AGM_02_F
..\Mods\@RHSAFRF\rhs_c_airweapons,64,	class rhs_ammo_s8: R_80mm_HE
..\Mods\@RHSAFRF\rhs_c_airweapons,90,	class rhs_ammo_s8_penetrator: rhs_ammo_base_penetrator
..\Mods\@RHSAFRF\rhs_c_airweapons,99,	class rhs_ammo_s8DF: rhs_ammo_s8
..\Mods\@RHSAFRF\rhs_c_airweapons,125,	class rhs_ammo_s8t: rhs_ammo_s8
..\Mods\@RHSAFRF\rhs_c_airweapons,140,	class rhs_ammo_s8t_penetrator: rhs_ammo_base_penetrator
..\Mods\@RHSAFRF\rhs_c_airweapons,150,	class rhs_ammo_s13b: rhs_ammo_s8
..\Mods\@RHSAFRF\rhs_c_airweapons,195,	class rhs_ammo_s13of: rhs_ammo_s13b
..\Mods\@RHSAFRF\rhs_c_airweapons,202,	class rhs_ammo_s13D: rhs_ammo_s13b
..\Mods\@RHSAFRF\rhs_c_airweapons,228,	class rhs_ammo_s13DF: rhs_ammo_s13D
..\Mods\@RHSAFRF\rhs_c_airweapons,234,	class rhs_ammo_s13t: rhs_ammo_s13b
..\Mods\@RHSAFRF\rhs_c_airweapons,249,	class rhs_ammo_s13t_penetrator: rhs_ammo_base_penetrator
..\Mods\@RHSAFRF\rhs_c_airweapons,259,	class rhs_ammo_s5: rhs_ammo_s8
..\Mods\@RHSAFRF\rhs_c_airweapons,300,	class rhs_ammo_s5m1: rhs_ammo_s5
..\Mods\@RHSAFRF\rhs_c_airweapons,306,	class rhs_ammo_s5k1: rhs_ammo_s5
..\Mods\@RHSAFRF\rhs_c_airweapons,321,	class rhs_ammo_s5k1_penetrator: rhs_ammo_base_penetrator
..\Mods\@RHSAFRF\rhs_c_airweapons,330,	class rhs_ammo_s5ko: rhs_ammo_s5
..\Mods\@RHSAFRF\rhs_c_airweapons,341,	class rhs_ammo_s5ko_penetrator: rhs_ammo_base_penetrator
..\Mods\@RHSAFRF\rhs_c_airweapons,350,	class rhs_ammo_s5_ub16: rhs_ammo_s5;  //found empty after stripping
..\Mods\@RHSAFRF\rhs_c_airweapons,351,	class rhs_ammo_s5_ub32: rhs_ammo_s5_ub16;  //found empty after stripping
..\Mods\@RHSAFRF\rhs_c_airweapons,352,	class rhs_ammo_s24_base: rhs_ammo_s13b
..\Mods\@RHSAFRF\rhs_c_airweapons,397,	class rhs_ammo_s24: rhs_ammo_s24_base
..\Mods\@RHSAFRF\rhs_c_airweapons,401,	class rhs_ammo_s24b: rhs_ammo_s24_base;  //found empty after stripping
..\Mods\@RHSAFRF\rhs_c_airweapons,402,	class rhs_ammo_s25_base: rhs_ammo_s24_base
..\Mods\@RHSAFRF\rhs_c_airweapons,439,	class rhs_ammo_s25o: rhs_ammo_s25_base
..\Mods\@RHSAFRF\rhs_c_airweapons,443,	class rhs_ammo_s25of: rhs_ammo_s25_base
..\Mods\@RHSAFRF\rhs_c_airweapons,449,	class rhs_ammo_s25l: rhs_ammo_s25_base
..\Mods\@RHSAFRF\rhs_c_airweapons,481,	class rhs_ammo_s25ld: rhs_ammo_s25l
..\Mods\@RHSAFRF\rhs_c_airweapons,511,	class rhs_ammo_9m114: rhs_ammo_atgmBase_base
..\Mods\@RHSAFRF\rhs_c_airweapons,549,	class rhs_ammo_9m114_penetrator: rhs_ammo_base_penetrator
..\Mods\@RHSAFRF\rhs_c_airweapons,554,	class rhs_ammo_9m114m: rhs_ammo_9m114;  //found empty after stripping
..\Mods\@RHSAFRF\rhs_c_airweapons,555,	class rhs_ammo_9m114f: rhs_ammo_9m114
..\Mods\@RHSAFRF\rhs_c_airweapons,581,	class rhs_ammo_9m114m1: rhs_ammo_9m114
..\Mods\@RHSAFRF\rhs_c_airweapons,585,	class rhs_ammo_9m114m2: rhs_ammo_9m114
..\Mods\@RHSAFRF\rhs_c_airweapons,589,	class rhs_ammo_9m120: rhs_ammo_atgmBase_base
..\Mods\@RHSAFRF\rhs_c_airweapons,626,	class rhs_ammo_9m120_penetrator: rhs_ammo_base_penetrator
..\Mods\@RHSAFRF\rhs_c_airweapons,631,	class rhs_ammo_9m120m: rhs_ammo_9m120
..\Mods\@RHSAFRF\rhs_c_airweapons,642,	class rhs_ammo_9m120m_penetrator: rhs_ammo_base_penetrator
..\Mods\@RHSAFRF\rhs_c_airweapons,648,	class rhs_ammo_9m120f: rhs_ammo_9m120
..\Mods\@RHSAFRF\rhs_c_airweapons,674,	class rhs_ammo_9m120o: rhs_ammo_9m120
..\Mods\@RHSAFRF\rhs_c_airweapons,694,	class rhs_ammo_9m127: rhs_ammo_9m120;  //found empty after stripping
..\Mods\@RHSAFRF\rhs_c_airweapons,695,	class rhs_ammo_9m127m: rhs_ammo_9m127
..\Mods\@RHSAFRF\rhs_c_airweapons,710,	class rhs_ammo_r27_base: Missile_AA_04_F
..\Mods\@RHSAFRF\rhs_c_airweapons,742,	class rhs_ammo_r27r: rhs_ammo_r27_base
..\Mods\@RHSAFRF\rhs_c_airweapons,779,	class rhs_ammo_r27er: rhs_ammo_r27r
..\Mods\@RHSAFRF\rhs_c_airweapons,813,	class rhs_ammo_r27t: rhs_ammo_r27_base
..\Mods\@RHSAFRF\rhs_c_airweapons,862,	class rhs_ammo_r27et: rhs_ammo_r27t
..\Mods\@RHSAFRF\rhs_c_airweapons,868,	class rhs_ammo_r60_base: Missile_AA_04_F
..\Mods\@RHSAFRF\rhs_c_airweapons,900,	class rhs_ammo_r60: rhs_ammo_r60_base
..\Mods\@RHSAFRF\rhs_c_airweapons,931,	class rhs_ammo_r60m: rhs_ammo_r60_base
..\Mods\@RHSAFRF\rhs_c_airweapons,967,	class rhs_ammo_r73: Missile_AA_04_F
..\Mods\@RHSAFRF\rhs_c_airweapons,1040,	class rhs_ammo_r73m: rhs_ammo_r73
..\Mods\@RHSAFRF\rhs_c_airweapons,1047,	class rhs_ammo_r74: rhs_ammo_r73m
..\Mods\@RHSAFRF\rhs_c_airweapons,1056,	class rhs_ammo_r74m2: rhs_ammo_r74
..\Mods\@RHSAFRF\rhs_c_airweapons,1068,	class rhs_ammo_r77: rhs_ammo_r73
..\Mods\@RHSAFRF\rhs_c_airweapons,1119,	class rhs_ammo_r77m: rhs_ammo_r77
..\Mods\@RHSAFRF\rhs_c_airweapons,1129,	class rhs_ammo_kh25_base: Missile_AGM_01_F
..\Mods\@RHSAFRF\rhs_c_airweapons,1168,	class rhs_ammo_kh25: rhs_ammo_kh25_base
..\Mods\@RHSAFRF\rhs_c_airweapons,1199,	class rhs_ammo_kh25ml: rhs_ammo_kh25_base
..\Mods\@RHSAFRF\rhs_c_airweapons,1244,	class rhs_ammo_kh25ma: rhs_ammo_kh25_base
..\Mods\@RHSAFRF\rhs_c_airweapons,1281,	class rhs_ammo_kh25mt: rhs_ammo_kh25_base
..\Mods\@RHSAFRF\rhs_c_airweapons,1318,	class rhs_ammo_kh25mtp: rhs_ammo_kh25_base
..\Mods\@RHSAFRF\rhs_c_airweapons,1349,	class rhs_ammo_kh25mp: rhs_ammo_kh25_base
..\Mods\@RHSAFRF\rhs_c_airweapons,1379,	class rhs_ammo_kh25_penetrator: rhs_ammo_base_penetrator
..\Mods\@RHSAFRF\rhs_c_airweapons,1385,	class rhs_ammo_kh29_base: Missile_AGM_02_F
..\Mods\@RHSAFRF\rhs_c_airweapons,1446,	class rhs_ammo_kh29l: rhs_ammo_kh29_base
..\Mods\@RHSAFRF\rhs_c_airweapons,1474,	class rhs_ammo_kh29ml: rhs_ammo_kh29_base
..\Mods\@RHSAFRF\rhs_c_airweapons,1518,	class rhs_ammo_kh29t: rhs_ammo_kh29_base
..\Mods\@RHSAFRF\rhs_c_airweapons,1555,	class rhs_ammo_kh29mp: rhs_ammo_kh29_base
..\Mods\@RHSAFRF\rhs_c_airweapons,1585,	class rhs_ammo_kh29d: rhs_ammo_kh29_base
..\Mods\@RHSAFRF\rhs_c_airweapons,1615,	class rhs_ammo_kh29_penetrator: rhs_ammo_base_penetrator
..\Mods\@RHSAFRF\rhs_c_airweapons,1621,	class rhs_ammo_kh38m_base: Missile_AGM_02_F
..\Mods\@RHSAFRF\rhs_c_airweapons,1650,	class rhs_ammo_kh38mle: rhs_ammo_kh38m_base
..\Mods\@RHSAFRF\rhs_c_airweapons,1695,	class rhs_ammo_kh38mle_ext: rhs_ammo_kh38mle
..\Mods\@RHSAFRF\rhs_c_airweapons,1699,	class rhs_ammo_kh38mae: rhs_ammo_kh38m_base
..\Mods\@RHSAFRF\rhs_c_airweapons,1737,	class rhs_ammo_kh38mae_ext: rhs_ammo_kh38mae
..\Mods\@RHSAFRF\rhs_c_airweapons,1741,	class rhs_ammo_kh38mte: rhs_ammo_kh38m_base
..\Mods\@RHSAFRF\rhs_c_airweapons,1771,	class rhs_ammo_kh38mte_ext: rhs_ammo_kh38mte
..\Mods\@RHSAFRF\rhs_c_airweapons,1775,	class rhs_ammo_kh38m_penetrator: rhs_ammo_base_penetrator
..\Mods\@RHSAFRF\rhs_c_airweapons,1781,	class rhs_ammo_kh55sm: rhs_ammo_kh29l
..\Mods\@RHSAFRF\rhs_c_airweapons,1838,	class rhs_ammo_kh55sm_nocamo: rhs_ammo_kh55sm
..\Mods\@RHSAFRF\rhs_c_airweapons,1842,	class rhs_ammo_kh55sh: rhs_ammo_kh55sm
..\Mods\@RHSAFRF\rhs_c_airweapons,1847,	class rhs_ammo_kh55sh_nocamo: rhs_ammo_kh55sm_nocamo
..\Mods\@RHSAFRF\rhs_c_airweapons,1851,	class bomb_04_f;
..\Mods\@RHSAFRF\rhs_c_airweapons,1852,	class Mo_cluster_AP;
..\Mods\@RHSAFRF\rhs_c_airweapons,1853,	class UXO_deploy_BombCluster_base_F;
..\Mods\@RHSAFRF\rhs_c_airweapons,1854,	class ShotDeployBase;
..\Mods\@RHSAFRF\rhs_c_airweapons,1855,	class APERSMine_Range_Ammo;
..\Mods\@RHSAFRF\rhs_c_airweapons,1856,	class ATMine_Range_Ammo;
..\Mods\@RHSAFRF\rhs_c_airweapons,1857,	class rhs_ammo_fab100: bomb_04_f
..\Mods\@RHSAFRF\rhs_c_airweapons,1925,	class rhs_ammo_fab250: rhs_ammo_fab100
..\Mods\@RHSAFRF\rhs_c_airweapons,1934,	class rhs_ammo_fab250_m62: rhs_ammo_fab250
..\Mods\@RHSAFRF\rhs_c_airweapons,1939,	class rhs_ammo_ofab250: rhs_ammo_fab250
..\Mods\@RHSAFRF\rhs_c_airweapons,1943,	class rhs_ammo_kab250: bomb_04_f
..\Mods\@RHSAFRF\rhs_c_airweapons,1961,	class rhs_ammo_rbk250_ao1: rhs_ammo_fab250
..\Mods\@RHSAFRF\rhs_c_airweapons,1993,	class rhs_ammo_rbk250_ptab25: rhs_ammo_rbk250_ao1
..\Mods\@RHSAFRF\rhs_c_airweapons,2010,	class rhs_ammo_rbk250_zab25t: rhs_ammo_rbk250_ao1
..\Mods\@RHSAFRF\rhs_c_airweapons,2024,	class rhs_ammo_sub_ao1: Mo_cluster_AP
..\Mods\@RHSAFRF\rhs_c_airweapons,2031,	class rhs_ammo_ao1_uxo_deploy: UXO_deploy_BombCluster_base_F
..\Mods\@RHSAFRF\rhs_c_airweapons,2043,	class rhs_ammo_uxo_ao1_1_deploy: ShotDeployBase
..\Mods\@RHSAFRF\rhs_c_airweapons,2047,	class rhs_ammo_uxo_ao1_1: APERSMine_Range_Ammo
..\Mods\@RHSAFRF\rhs_c_airweapons,2059,	class rhs_ammo_uxo_ao1_2_deploy: ShotDeployBase
..\Mods\@RHSAFRF\rhs_c_airweapons,2063,	class rhs_ammo_uxo_ao1_2: rhs_ammo_uxo_ao1_1
..\Mods\@RHSAFRF\rhs_c_airweapons,2067,	class rhs_ammo_uxo_ao1_3_deploy: ShotDeployBase
..\Mods\@RHSAFRF\rhs_c_airweapons,2071,	class rhs_ammo_uxo_ao1_3: rhs_ammo_uxo_ao1_1
..\Mods\@RHSAFRF\rhs_c_airweapons,2075,	class rhs_ammo_sub_ptab25m: rhs_ammo_sub_ao1
..\Mods\@RHSAFRF\rhs_c_airweapons,2087,	class rhs_ammo_sub_ptab25m_penetrator: rhs_ammo_cluster_penetrator
..\Mods\@RHSAFRF\rhs_c_airweapons,2097,	class rhs_ammo_ptab25m_uxo_deploy: UXO_deploy_BombCluster_base_F
..\Mods\@RHSAFRF\rhs_c_airweapons,2109,	class rhs_ammo_uxo_ptab25m_1_deploy: ShotDeployBase
..\Mods\@RHSAFRF\rhs_c_airweapons,2113,	class rhs_ammo_uxo_ptab25m_1: APERSMine_Range_Ammo
..\Mods\@RHSAFRF\rhs_c_airweapons,2125,	class rhs_ammo_uxo_ptab25m_2_deploy: ShotDeployBase
..\Mods\@RHSAFRF\rhs_c_airweapons,2129,	class rhs_ammo_uxo_ptab25m_2: rhs_ammo_uxo_ptab25m_1
..\Mods\@RHSAFRF\rhs_c_airweapons,2133,	class rhs_ammo_uxo_ptab25m_3_deploy: ShotDeployBase
..\Mods\@RHSAFRF\rhs_c_airweapons,2137,	class rhs_ammo_uxo_ptab25m_3: rhs_ammo_uxo_ptab25m_1
..\Mods\@RHSAFRF\rhs_c_airweapons,2141,	class rhs_ammo_sub_ptab25ko: rhs_ammo_sub_ptab25m
..\Mods\@RHSAFRF\rhs_c_airweapons,2153,	class rhs_ammo_sub_ptab25ko_penetrator: rhs_ammo_cluster_penetrator
..\Mods\@RHSAFRF\rhs_c_airweapons,2163,	class rhs_ammo_ptab25ko_uxo_deploy: UXO_deploy_BombCluster_base_F
..\Mods\@RHSAFRF\rhs_c_airweapons,2175,	class rhs_ammo_uxo_ptab25ko_1_deploy: ShotDeployBase
..\Mods\@RHSAFRF\rhs_c_airweapons,2179,	class rhs_ammo_uxo_ptab25ko_1: APERSMine_Range_Ammo
..\Mods\@RHSAFRF\rhs_c_airweapons,2191,	class rhs_ammo_uxo_ptab25ko_2_deploy: ShotDeployBase
..\Mods\@RHSAFRF\rhs_c_airweapons,2195,	class rhs_ammo_uxo_ptab25ko_2: rhs_ammo_uxo_ptab25ko_1
..\Mods\@RHSAFRF\rhs_c_airweapons,2199,	class rhs_ammo_uxo_ptab25ko_3_deploy: ShotDeployBase
..\Mods\@RHSAFRF\rhs_c_airweapons,2203,	class rhs_ammo_uxo_ptab25ko_3: rhs_ammo_uxo_ptab25ko_1
..\Mods\@RHSAFRF\rhs_c_airweapons,2207,	class rhs_ammo_sub_zab25t_deploy: rhs_ammo_rbk250_ao1
..\Mods\@RHSAFRF\rhs_c_airweapons,2228,	class F_40mm_White;
..\Mods\@RHSAFRF\rhs_c_airweapons,2229,	class rhs_ammo_sub_zab25t: F_40mm_White
..\Mods\@RHSAFRF\rhs_c_airweapons,2239,	class rhs_ammo_fab500: rhs_ammo_fab250
..\Mods\@RHSAFRF\rhs_c_airweapons,2268,	class rhs_ammo_fab500_m54: rhs_ammo_fab500
..\Mods\@RHSAFRF\rhs_c_airweapons,2274,	class rhs_ammo_kab500: rhs_ammo_kab250
..\Mods\@RHSAFRF\rhs_c_airweapons,2302,	class rhs_ammo_kab500lk: rhs_ammo_kab500
..\Mods\@RHSAFRF\rhs_c_airweapons,2319,	class rhs_ammo_kab500od: rhs_ammo_kab500
